employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-39166276,Michael,Williamson,Male,North Carolina,Greensboro,2017-06-14,Finance,Accounts Payable Specialist,Bachelor,67007,Good,No,1980-04-21,2022-03-06
00-99459596,Julian,Wood,Male,North Carolina,Greensboro,2022-11-18,Sales,Sales Specialist,Master,59901,Excellent,No,2000-08-30,2023-05-17
00-98687309,Mary,Garcia,Male,North Carolina,Raleigh,2021-09-06,Operations,Inventory Specialist,Bachelor,70208,Satisfactory,No,1970-08-19,2022-03-05
00-88399207,Joseph,Velasquez,Female,Georgia,Savannah,2018-07-22,Marketing,Content Creator,High School,61291,Satisfactory,No,1970-10-10,2021-07-02
00-59718229,Ashlee,Herrera,Female,North Carolina,Raleigh,2020-05-09,Customer Service,Support Specialist,Bachelor,63297,Satisfactory,No,1994-02-25,2020-11-05
00-54844020,John,Baxter,Male,Ohio,Cincinnati,2021-03-12,Customer Service,Help Desk Technician,Bachelor,72726,Good,No,1989-03-13,2021-09-08
00-42544436,Kevin,Hunt,Male,North Carolina,Charlotte,2016-06-10,Operations,Logistics Coordinator,Bachelor,66200,Good,No,1997-06-04,2016-12-07
00-49160820,Brian,Lawrence,Male,Texas,Dallas,2022-10-07,Marketing,Marketing Coordinator,Bachelor,77555,Good,No,1990-01-29,2023-04-05
00-43293164,Joanne,Frank,Male,Texas,Houston,2018-08-08,IT,System Administrator,Master,85729,Good,No,1991-08-11,2019-02-04
00-15551826,Rachel,Mitchell,Male,North Carolina,Charlotte,2023-06-06,IT,IT Support Specialist,Bachelor,68405,Good,No,2001-12-28,2024-08-03
00-28146544,Charles,Nichols,Male,North Carolina,Raleigh,2016-08-04,Operations,Logistics Coordinator,Bachelor,70686,Good,No,1965-07-14,2021-02-20
00-29259639,Melissa,Sanchez,Male,North Carolina,Raleigh,2020-05-22,HR,Recruiter,High School,71350,Good,No,1978-04-16,2021-02-05
00-17417822,Barbara,Marshall,Male,North Carolina,Raleigh,2016-06-29,Sales,Sales Manager,PhD,87168,Good,No,1963-05-25,2020-08-06
00-76210287,Mark,Hutchinson,Female,Ohio,Cleveland,2022-09-28,IT,IT Support Specialist,Bachelor,62805,Good,No,1976-10-03,2023-03-27
00-71601862,Connie,Holloway,Female,North Carolina,Raleigh,2019-01-19,Operations,Logistics Coordinator,Bachelor,59871,Good,No,1979-10-28,2019-07-18
00-89308945,Curtis,Andrews,Female,Louisiana,New Orleans,2020-07-28,Operations,Inventory Specialist,High School,55261,Excellent,No,1990-12-18,2021-01-24
00-16403720,Jessica,Hanson,Female,Texas,San Antonio,2019-04-24,Operations,Operations Analyst,Master,73826,Good,No,1984-04-19,2021-05-03
00-95872789,Brett,Adams,Female,North Carolina,Charlotte,2017-10-08,Operations,Logistics Coordinator,Bachelor,54779,Good,No,1970-08-18,2020-12-26
00-87894037,Timothy,Kelly,Male,Georgia,Savannah,2017-07-15,Sales,Sales Consultant,PhD,68214,Good,No,1990-05-01,2021-07-27
00-98207839,Richard,Thompson,Female,North Carolina,Charlotte,2024-12-26,Marketing,Marketing Coordinator,Bachelor,52830,Satisfactory,No,2004-03-30,2025-06-24
00-25016518,Tyler,Jensen,Female,Texas,Dallas,2017-08-25,IT,IT Support Specialist,High School,65599,Good,Yes,1976-05-23,2018-02-21
00-94500493,Daniel,Alexander,Male,North Carolina,Raleigh,2017-09-04,Operations,Logistics Coordinator,Bachelor,63708,Satisfactory,No,1995-12-14,2021-04-19
00-34990797,Timothy,Franklin,Male,North Carolina,Charlotte,2020-04-10,Customer Service,Support Specialist,Bachelor,66853,Satisfactory,Yes,1984-02-07,2020-10-07
00-13210798,Michael,Ruiz,Female,North Carolina,Greensboro,2015-06-21,Operations,Inventory Specialist,High School,55730,Satisfactory,No,1990-01-20,2021-12-06
00-33285633,Timothy,Zamora,Female,North Carolina,Raleigh,2017-02-01,Customer Service,Help Desk Technician,High School,56407,Good,Yes,1993-11-21,2018-05-06
00-31839341,James,Williams,Male,Georgia,Athens,2019-10-30,Sales,Sales Specialist,PhD,59068,Good,No,1987-12-29,2024-01-23
00-39270633,Crystal,Lee,Male,North Carolina,Raleigh,2022-03-13,Customer Service,Support Specialist,High School,61065,Good,Yes,1974-06-07,2022-09-09
00-78135761,Jacob,Perez,Female,North Carolina,Greensboro,2023-06-13,Customer Service,Help Desk Technician,High School,77523,Good,No,1978-04-16,2023-12-10
00-86993709,Jennifer,Ross,Male,Georgia,Atlanta,2015-05-15,Sales,Sales Consultant,Master,95051,Excellent,No,1980-08-27,2016-10-27
00-36509927,Danielle,Hicks,Female,North Carolina,Raleigh,2020-08-24,IT,IT Support Specialist,High School,55763,Satisfactory,Yes,1989-07-27,2021-02-20
00-75739702,Derek,Davenport,Female,North Carolina,Greensboro,2022-10-26,Operations,Logistics Coordinator,Bachelor,59835,Good,No,1980-10-15,2023-04-24
00-55419474,Cameron,Johnson,Female,North Carolina,Charlotte,2015-07-16,Marketing,Marketing Coordinator,Bachelor,61106,Excellent,Yes,1971-08-15,2019-08-27
00-13986963,James,Jacobs,Female,North Carolina,Raleigh,2019-06-06,Sales,Sales Representative,Bachelor,68716,Satisfactory,No,1969-08-21,2024-12-18
00-19592295,April,Knight,Male,North Carolina,Charlotte,2023-02-18,Sales,Sales Representative,Bachelor,75048,Good,No,1996-01-12,2023-08-17
00-77948820,Morgan,Meyers,Female,Texas,San Antonio,2017-08-27,Operations,Logistics Coordinator,Bachelor,58431,Needs Improvement,Yes,1987-10-30,2024-02-23
00-13868604,Carla,Gross,Male,North Carolina,Greensboro,2016-12-20,Operations,Logistics Coordinator,Bachelor,63835,Good,No,1996-11-29,2017-06-18
00-60139437,Nicole,Novak,Male,North Carolina,Raleigh,2023-01-06,IT,Software Developer,Master,83275,Satisfactory,No,1989-04-21,2023-07-05
00-88307812,Lisa,Jackson,Male,North Carolina,Charlotte,2017-06-05,Sales,Sales Representative,Bachelor,63934,Good,No,1994-12-26,2020-10-24
00-21849530,Rhonda,Jordan,Male,North Carolina,Charlotte,2017-11-03,Sales,Sales Representative,Bachelor,76071,Excellent,No,1994-04-20,2023-09-11
00-98431168,Tamara,Lee,Male,North Carolina,Raleigh,2023-11-09,Operations,Logistics Coordinator,Bachelor,66303,Good,Yes,1982-10-25,2024-05-07
00-41298844,Tyler,Lee,Female,North Carolina,Greensboro,2017-04-08,Sales,Sales Representative,Bachelor,62689,Satisfactory,No,1987-02-15,2017-10-24
00-37551738,Sarah,Ellis,Female,North Carolina,Charlotte,2016-10-26,Sales,Sales Specialist,Master,65705,Needs Improvement,Yes,1976-04-04,2017-04-24
00-73560150,Elizabeth,Harper,Male,North Carolina,Charlotte,2020-04-30,Sales,Sales Representative,Bachelor,58070,Satisfactory,No,1999-08-28,2021-12-09
00-53962799,Alexandra,Fuentes,Female,North Carolina,Charlotte,2023-06-05,Sales,Sales Specialist,Bachelor,54049,Satisfactory,No,1994-11-16,2023-12-02
00-93618784,Anita,Lutz,Female,North Carolina,Greensboro,2023-06-03,Operations,Logistics Coordinator,Bachelor,62705,Good,No,1971-04-06,2023-11-30
00-75370815,Eric,Payne,Male,North Carolina,Raleigh,2021-01-23,Operations,Inventory Specialist,Bachelor,67797,Good,Yes,1976-03-22,2021-07-22
00-32111919,Tracy,Cortez,Female,North Carolina,Raleigh,2015-09-22,Customer Service,Help Desk Technician,Bachelor,57538,Needs Improvement,No,2000-07-01,2016-03-20
00-50861599,Angela,Norton,Male,North Carolina,Greensboro,2023-10-21,Sales,Sales Manager,Master,118760,Satisfactory,Yes,1979-10-04,2024-04-18
00-47156439,Michael,Mccoy,Female,Ohio,Cincinnati,2023-01-15,IT,IT Support Specialist,High School,64904,Satisfactory,No,1968-12-08,2023-07-14
00-91792524,Rachel,Lopez,Female,Texas,San Antonio,2022-10-25,Sales,Sales Consultant,PhD,108741,Satisfactory,No,1993-07-04,2023-04-23
00-16132455,Jennifer,Lewis,Male,Florida,Miami,2024-11-14,Sales,Sales Specialist,PhD,63638,Satisfactory,No,1968-03-12,2025-05-13
00-80115884,Paul,Sanchez,Female,North Carolina,Greensboro,2023-11-11,HR,Recruiter,Bachelor,65211,Good,No,1973-10-12,2024-05-09
00-34430672,Anthony,Neal,Male,North Carolina,Raleigh,2015-08-02,IT,IT Support Specialist,Bachelor,61292,Satisfactory,Yes,1988-02-28,2021-10-19
00-55934197,Elizabeth,Ferguson,Female,Louisiana,Baton Rouge,2017-02-21,Sales,Sales Specialist,Master,65440,Good,No,1982-01-24,2022-05-26
00-82677390,Thomas,Hodge,Male,New York,New York City,2022-11-29,Customer Service,Support Specialist,Bachelor,64357,Good,No,1990-05-28,2023-05-28
00-21840539,William,Wagner,Male,North Carolina,Charlotte,2023-03-19,IT,Software Developer,Master,92814,Satisfactory,No,1962-09-17,2023-09-15
00-61571026,Jacob,Schroeder,Female,North Carolina,Raleigh,2018-07-27,Marketing,Marketing Manager,Bachelor,102830,Good,No,1994-03-08,2019-08-01
00-89632507,Daniel,Robinson,Male,Georgia,Atlanta,2024-10-29,Customer Service,Help Desk Technician,High School,87861,Excellent,No,1968-11-30,2025-04-27
00-74185090,Alison,Jones,Female,North Carolina,Charlotte,2016-07-24,IT,Software Developer,Master,90127,Good,Yes,2003-10-12,2020-10-25
00-31131930,Jared,Rodriguez,Female,North Carolina,Charlotte,2017-12-19,Sales,Sales Specialist,Master,71506,Excellent,Yes,1959-08-01,2019-10-11
00-51537776,Kristi,Madden,Female,North Carolina,Charlotte,2020-07-30,Operations,Inventory Specialist,Bachelor,52130,Good,No,2002-03-27,2021-01-26
00-26165574,Alyssa,Allen,Female,Texas,Dallas,2020-09-22,Customer Service,Help Desk Technician,Bachelor,74403,Good,No,1989-08-24,2021-03-21
00-82526742,Dawn,Hartman,Female,North Carolina,Greensboro,2024-08-07,IT,Software Developer,Bachelor,98208,Good,No,1987-09-05,2025-02-03
00-64872691,Amanda,Pruitt,Male,Georgia,Atlanta,2023-06-29,Sales,Sales Specialist,Master,63375,Excellent,No,1997-07-26,2023-12-26
00-80677463,Malik,Pearson,Male,North Carolina,Charlotte,2017-12-01,Operations,Logistics Coordinator,Bachelor,68882,Good,No,1990-08-09,2021-05-01
00-97851312,Tony,Allison,Male,Georgia,Savannah,2018-07-17,Operations,Logistics Coordinator,Bachelor,61832,Good,Yes,1995-03-31,2020-03-17
00-63831139,Matthew,Simmons,Male,North Carolina,Charlotte,2022-12-15,Operations,Inventory Specialist,Bachelor,62672,Satisfactory,No,1972-02-11,2023-06-13
00-85971440,Tricia,Reyes,Female,New York,Rochester,2023-11-30,Marketing,SEO Specialist,Bachelor,61433,Needs Improvement,Yes,1970-12-06,2024-05-28
00-65067131,Valerie,Brown,Female,Texas,Houston,2015-08-10,Operations,Inventory Specialist,Bachelor,62067,Satisfactory,No,1963-07-01,2018-02-15
00-54594703,Mark,Tate,Male,North Carolina,Raleigh,2019-06-20,Customer Service,Help Desk Technician,Bachelor,73016,Satisfactory,No,1987-04-04,2019-12-17
00-24942506,Jonathan,Marks,Male,North Carolina,Raleigh,2015-03-24,Customer Service,Support Specialist,Bachelor,67438,Satisfactory,No,1983-06-19,2021-02-09
00-62495036,Isaiah,Garcia,Female,North Carolina,Charlotte,2020-12-27,Customer Service,Help Desk Technician,High School,78847,Good,No,1989-07-17,2021-06-25
00-80813993,Laura,Watts,Male,North Carolina,Charlotte,2022-06-25,Customer Service,Help Desk Technician,Bachelor,80194,Good,Yes,1988-09-22,2022-12-22
00-79580600,Hannah,Miller,Male,North Carolina,Greensboro,2016-10-07,Operations,Logistics Coordinator,Bachelor,70428,Good,No,1981-09-13,2020-03-16
00-27866394,Keith,Gibbs,Female,North Carolina,Greensboro,2023-02-27,Marketing,Marketing Coordinator,Bachelor,57757,Satisfactory,No,1983-06-02,2023-08-26
00-56354978,Toni,Marshall,Female,Louisiana,Shreveport,2023-08-06,Customer Service,Customer Service Representative,High School,65155,Excellent,Yes,1961-02-21,2024-02-02
00-81976678,Anthony,Shaw,Female,North Carolina,Greensboro,2015-12-23,Operations,Inventory Specialist,High School,57809,Good,No,1989-05-01,2020-08-11
00-62285579,Stephanie,Howard,Female,Ohio,Columbus,2020-11-02,Operations,Logistics Coordinator,Bachelor,60476,Good,No,2003-06-21,2021-05-01
00-65547013,Amanda,Moody,Male,North Carolina,Charlotte,2018-09-18,Operations,Inventory Specialist,Bachelor,61296,Excellent,No,1992-07-18,2024-06-25
00-45699576,David,Macias,Male,North Carolina,Charlotte,2019-08-23,IT,IT Support Specialist,Bachelor,73494,Good,No,1968-11-16,2021-10-31
00-37872665,Nathan,Morris,Male,North Carolina,Raleigh,2023-07-28,Sales,Sales Consultant,Master,96351,Good,No,1970-07-26,2024-01-24
00-44575382,Sandra,Harrison,Female,Florida,Miami,2024-10-30,Operations,Inventory Specialist,Bachelor,63884,Satisfactory,Yes,1978-12-11,2025-04-28
00-18152445,Lori,Rosales,Male,North Carolina,Charlotte,2024-06-22,Operations,Operations Analyst,Bachelor,78097,Satisfactory,No,1993-02-05,2024-12-19
00-90668398,Joseph,Barnes,Female,North Carolina,Charlotte,2019-07-05,IT,Software Developer,Master,85251,Good,No,1970-12-12,2024-12-17
00-58571610,Christopher,Parker,Male,Georgia,Atlanta,2017-06-14,IT,System Administrator,Master,88241,Needs Improvement,No,1989-01-29,2022-01-30
00-37062858,Lisa,Weber,Female,Georgia,Savannah,2023-12-12,IT,IT Support Specialist,High School,55266,Satisfactory,No,1962-08-24,2024-06-09
00-82075427,Sarah,Reed,Male,North Carolina,Charlotte,2017-01-14,IT,Software Developer,Bachelor,94221,Satisfactory,No,1997-11-28,2020-09-04
00-98773003,Megan,Norton,Female,New York,New York City,2020-09-19,Sales,Sales Representative,Bachelor,63960,Good,No,1995-09-23,2021-03-18
00-40673814,Micheal,Elliott,Male,North Carolina,Greensboro,2018-04-17,Operations,Inventory Specialist,High School,62861,Satisfactory,No,1982-01-04,2018-10-14
00-35902078,Jessica,Butler,Male,Texas,Dallas,2016-08-23,Sales,Sales Specialist,Bachelor,71933,Good,Yes,1972-11-07,2020-02-27
00-17889585,Joshua,Jennings,Male,North Carolina,Charlotte,2018-01-10,IT,System Administrator,Bachelor,88062,Satisfactory,No,1975-10-03,2022-08-14
00-90370112,Jonathan,Weiss,Male,North Carolina,Greensboro,2016-08-11,Customer Service,Support Specialist,Bachelor,69704,Needs Improvement,No,1989-06-23,2022-05-09
00-76750164,Todd,Curry,Male,North Carolina,Raleigh,2019-09-09,Operations,Inventory Specialist,High School,66131,Good,Yes,1989-01-24,2021-10-26
00-51797731,Tonya,Rodriguez,Male,New York,Buffalo,2019-11-06,Operations,Logistics Coordinator,Bachelor,66839,Satisfactory,No,1970-02-20,2020-07-09
00-15166750,Derek,Velasquez,Male,California,Los Angeles,2017-07-18,IT,Software Developer,Master,102021,Good,No,1988-05-15,2019-10-25
00-41067797,Brandon,Sims,Male,Texas,San Antonio,2018-05-11,IT,IT Support Specialist,High School,60526,Good,No,1985-05-29,2024-07-29
00-82932152,Ashley,Robinson,Male,Texas,Houston,2016-09-20,Customer Service,Help Desk Technician,High School,73051,Excellent,No,1983-06-04,2023-05-25
00-84464142,Maria,Lucero,Male,Texas,Houston,2015-07-23,IT,Software Developer,Master,78934,Needs Improvement,No,1972-10-30,2020-10-26
00-52809570,Elizabeth,Bowman,Female,North Carolina,Charlotte,2019-02-06,IT,Software Developer,Master,92954,Satisfactory,No,1966-03-02,2024-05-26
00-98050340,Lisa,Vega,Male,Texas,Houston,2017-01-31,Finance,Accountant,Bachelor,65445,Satisfactory,No,1969-10-17,2018-11-07
00-96899038,Jeremy,Silva,Female,North Carolina,Charlotte,2015-05-29,IT,System Administrator,Bachelor,93122,Good,No,1973-02-04,2020-09-23
00-34054631,Christina,Wood,Male,Texas,Dallas,2021-10-03,Customer Service,Support Specialist,Bachelor,65679,Good,Yes,1976-09-25,2022-12-04
00-22200130,David,Cuevas,Female,North Carolina,Greensboro,2015-09-23,Sales,Sales Specialist,Bachelor,55944,Good,No,1979-05-23,2024-06-09
00-74094101,Patrick,Crawford,Male,New York,Buffalo,2017-02-28,Marketing,Content Creator,High School,65201,Satisfactory,No,1990-02-15,2017-08-27
00-68361611,Stephanie,Jones,Female,North Carolina,Greensboro,2024-09-29,IT,System Administrator,Master,68291,Good,No,1993-09-22,2025-03-28
00-45177678,Steven,Arroyo,Female,North Carolina,Raleigh,2023-04-07,Finance,Financial Analyst,PhD,95424,Good,Yes,1960-06-27,2023-10-04
00-60302246,Richard,Henderson,Male,North Carolina,Greensboro,2019-01-17,Operations,Inventory Specialist,High School,58162,Good,No,1979-06-17,2022-05-02
00-14811483,Megan,Stark,Female,North Carolina,Charlotte,2017-05-07,Customer Service,Support Specialist,Bachelor,60821,Good,No,2000-03-14,2022-04-07
00-53944588,Derek,Reeves,Male,North Carolina,Raleigh,2022-10-18,Operations,Operations Analyst,Bachelor,89058,Needs Improvement,No,1996-05-31,2023-04-16
00-47271895,Douglas,Cohen,Female,North Carolina,Charlotte,2017-02-24,Customer Service,Help Desk Technician,High School,63164,Satisfactory,Yes,1986-01-07,2021-02-14
00-64826250,Sharon,Taylor,Female,North Carolina,Charlotte,2023-05-05,Customer Service,Help Desk Technician,Bachelor,57137,Good,No,1983-08-05,2023-11-01
00-70016844,Jackson,Snyder,Female,Texas,Houston,2024-10-15,IT,Software Developer,Master,91329,Good,No,1987-06-04,2025-04-13
00-45055493,Matthew,Tate,Female,Texas,Dallas,2023-07-02,Customer Service,Support Specialist,Bachelor,62552,Good,No,1992-07-12,2023-12-29
00-63833104,Vickie,Shaffer,Female,North Carolina,Greensboro,2024-09-07,IT,System Administrator,Master,100390,Good,No,2002-07-24,2025-03-06
00-20776334,Regina,Sanders,Female,Louisiana,Shreveport,2023-01-19,Customer Service,Support Specialist,High School,58211,Needs Improvement,No,1995-12-14,2023-07-18
00-94560324,William,Diaz,Female,North Carolina,Charlotte,2019-09-06,IT,Software Developer,Bachelor,93963,Excellent,No,1995-10-06,2020-03-04
00-38326813,Mark,Ryan,Male,Texas,Houston,2017-08-14,Operations,Logistics Coordinator,Bachelor,67364,Good,Yes,1971-10-28,2018-07-07
00-68925912,Kenneth,Anderson,Female,North Carolina,Greensboro,2020-10-23,Marketing,Content Creator,Bachelor,61105,Good,No,1981-01-10,2021-12-11
00-24426457,Nicole,Bentley,Male,North Carolina,Raleigh,2020-02-10,Operations,Operations Analyst,Master,74144,Satisfactory,Yes,1990-02-17,2021-06-22
00-65904514,Marcus,Rodriguez,Male,North Carolina,Charlotte,2018-04-02,Operations,Operations Analyst,Bachelor,87097,Satisfactory,No,1993-06-11,2018-09-29
00-62570875,Alex,Soto,Male,Ohio,Cincinnati,2023-10-04,Customer Service,Customer Service Representative,Bachelor,66094,Good,No,1961-09-07,2024-04-01
00-25586992,Juan,Lopez,Female,Texas,Houston,2024-05-14,Marketing,Content Creator,Bachelor,63535,Good,No,1988-06-29,2024-11-10
00-52318527,David,Johnson,Male,North Carolina,Raleigh,2023-08-15,Operations,Logistics Coordinator,Bachelor,72210,Good,Yes,1982-01-17,2024-02-11
00-62694692,Pamela,Sullivan,Male,North Carolina,Charlotte,2022-03-26,Marketing,Marketing Coordinator,Bachelor,63459,Good,Yes,1985-01-03,2022-09-22
00-23268091,Kevin,Miller,Female,Georgia,Atlanta,2016-07-14,Sales,Sales Specialist,Master,67091,Satisfactory,No,1988-10-07,2021-12-24
00-11492796,Christopher,Greene,Female,Georgia,Savannah,2020-10-24,IT,Software Developer,Bachelor,92096,Good,No,1983-01-29,2023-03-10
00-44619777,Angela,Simpson,Male,North Carolina,Greensboro,2019-11-25,Sales,Sales Representative,Bachelor,66225,Good,No,1983-10-12,2022-07-30
00-89781571,Laurie,Doyle,Female,North Carolina,Greensboro,2024-01-21,Operations,Logistics Coordinator,Bachelor,59201,Good,Yes,1995-01-27,2024-07-19
00-13757988,Andrew,Beasley,Female,Ohio,Columbus,2022-12-07,Operations,Logistics Coordinator,Bachelor,65319,Good,No,1985-12-29,2024-07-08
00-95292254,James,James,Male,North Carolina,Charlotte,2017-08-02,Operations,Operations Analyst,Bachelor,85994,Satisfactory,No,1995-05-10,2022-11-15
00-27815835,Hannah,Osborne,Male,North Carolina,Raleigh,2022-01-29,IT,System Administrator,Master,86174,Satisfactory,No,1987-04-30,2022-07-28
00-35479910,Colin,Jones,Male,North Carolina,Raleigh,2017-08-29,Sales,Sales Consultant,Master,87895,Good,No,1970-11-10,2021-09-30
00-29309708,Susan,Johnson,Female,Georgia,Atlanta,2019-09-18,Marketing,Marketing Coordinator,Bachelor,66545,Good,No,1985-02-17,2020-03-16
00-54020309,Robert,Coffey,Female,Texas,Houston,2020-12-11,Customer Service,Support Specialist,High School,56287,Good,No,1999-11-27,2021-06-09
00-58019931,Cindy,Alvarado,Female,North Carolina,Greensboro,2015-07-16,Operations,Operations Manager,Bachelor,84543,Good,Yes,1990-02-16,2021-04-23
00-57553405,Mark,Williams,Female,California,Los Angeles,2019-01-12,Operations,Operations Analyst,Bachelor,59345,Needs Improvement,No,1970-09-11,2022-01-12
00-23126673,Eric,Miller,Male,North Carolina,Raleigh,2023-02-18,Customer Service,Customer Service Representative,Bachelor,68208,Excellent,No,1989-03-11,2023-08-17
00-43091764,Nathaniel,Green,Male,Texas,San Antonio,2022-06-21,Operations,Inventory Specialist,Bachelor,64457,Good,Yes,1987-12-29,2022-12-18
00-39109171,Brandy,Weaver,Female,Georgia,Savannah,2020-06-24,Sales,Sales Representative,Bachelor,64188,Good,No,1991-02-12,2020-12-21
00-39888789,Mary,Rivera,Male,Louisiana,Shreveport,2020-08-20,Marketing,Marketing Coordinator,Bachelor,83322,Good,No,1985-07-06,2021-02-16
00-82123259,Bonnie,Hopkins,Female,North Carolina,Charlotte,2020-07-21,IT,IT Support Specialist,Bachelor,52798,Good,No,1995-02-02,2023-08-26
00-92719748,Jerry,Hall,Male,North Carolina,Raleigh,2017-07-21,Sales,Sales Representative,Bachelor,90437,Satisfactory,No,1961-11-29,2021-03-07
00-13600602,Cheryl,Harris,Male,North Carolina,Raleigh,2017-11-07,Operations,Inventory Specialist,Bachelor,68049,Satisfactory,No,1979-07-27,2023-12-29
00-40536109,Joseph,Baxter,Female,North Carolina,Charlotte,2016-08-30,Operations,Operations Analyst,Bachelor,54890,Good,Yes,1992-05-05,2017-08-31
00-74583771,Crystal,Mendoza,Female,North Carolina,Raleigh,2020-05-07,HR,HR Coordinator,Bachelor,62350,Good,Yes,1995-03-26,2021-06-30
00-94495525,Miranda,Wells,Female,North Carolina,Raleigh,2024-08-29,Customer Service,Customer Service Representative,High School,62305,Excellent,No,1990-11-09,2025-02-25
00-70711611,Nancy,Petty,Female,North Carolina,Greensboro,2024-05-17,Operations,Logistics Coordinator,Bachelor,62150,Satisfactory,No,2002-09-21,2024-12-22
00-79182233,Tony,Henderson,Female,Louisiana,New Orleans,2024-12-03,IT,System Administrator,Bachelor,96009,Needs Improvement,No,1975-07-24,2025-06-01
00-62245838,Amy,Hanna,Male,North Carolina,Greensboro,2023-01-03,Sales,Sales Consultant,Bachelor,75060,Satisfactory,No,1984-05-11,2024-07-19
00-91074342,Rachel,Novak,Male,North Carolina,Raleigh,2023-11-14,Sales,Sales Consultant,PhD,87399,Good,No,1974-12-03,2024-05-12
00-46029176,Kevin,Weeks,Male,Ohio,Cincinnati,2017-07-25,Operations,Logistics Coordinator,Bachelor,65685,Satisfactory,No,1999-08-16,2018-01-21
00-25103786,Heidi,Stokes,Female,North Carolina,Raleigh,2016-07-02,Operations,Logistics Coordinator,Bachelor,64542,Satisfactory,No,1981-06-29,2018-10-16
00-17427442,Charles,Ramsey,Male,Ohio,Cincinnati,2023-01-16,Sales,Sales Representative,Bachelor,86842,Good,Yes,1972-04-03,2023-07-15
00-51536393,Katherine,Lozano,Male,North Carolina,Charlotte,2017-12-09,Sales,Sales Representative,Bachelor,73484,Satisfactory,No,1993-03-23,2022-01-14
00-99183939,Johnathan,Todd,Female,North Carolina,Charlotte,2024-12-05,Operations,Inventory Specialist,High School,52792,Good,Yes,1981-04-23,2025-06-03
00-79199708,Jose,Miller,Male,North Carolina,Raleigh,2016-01-21,Sales,Sales Consultant,Master,67506,Excellent,No,1998-06-19,2021-02-02
00-88784351,Rita,Garcia,Female,Ohio,Cleveland,2019-05-07,Sales,Sales Specialist,Master,60589,Good,No,1987-09-06,2024-01-12
00-85956541,Margaret,Jones,Female,North Carolina,Raleigh,2015-07-30,Operations,Logistics Coordinator,Bachelor,59832,Satisfactory,No,1999-11-20,2018-03-20
00-41327432,Jennifer,Robinson,Female,California,San Francisco,2017-03-20,Sales,Sales Representative,Bachelor,78153,Good,No,1971-11-06,2021-07-24
00-37147879,Christopher,Williams,Female,Ohio,Cleveland,2020-06-12,Customer Service,Help Desk Technician,Bachelor,57843,Good,No,1983-01-09,2023-06-06
00-94038925,Patrick,Jones,Male,North Carolina,Charlotte,2022-01-25,Operations,Operations Analyst,Master,86991,Satisfactory,Yes,1980-01-16,2022-07-24
00-25364034,Brittney,Davis,Female,Georgia,Savannah,2020-11-24,Operations,Inventory Specialist,High School,54949,Good,Yes,1980-09-24,2021-05-23
00-41946646,Timothy,Peterson,Male,North Carolina,Greensboro,2017-02-09,HR,HR Coordinator,Master,62539,Excellent,No,1960-04-06,2021-10-16
00-28450233,Tami,Moore,Female,North Carolina,Charlotte,2022-01-13,IT,System Administrator,Master,82568,Excellent,Yes,1983-07-23,2024-07-09
00-70069893,Ashley,Collins,Male,California,Fresno,2016-03-09,Operations,Inventory Specialist,High School,58868,Satisfactory,Yes,1973-02-25,2024-07-13
00-60251007,Debra,Martinez,Male,North Carolina,Raleigh,2023-05-26,Customer Service,Customer Service Representative,Bachelor,64553,Satisfactory,No,1969-01-20,2023-11-22
00-25193673,Steven,Fernandez,Male,North Carolina,Greensboro,2024-07-06,IT,Software Developer,Master,88996,Good,Yes,1983-01-29,2025-01-02
00-97322525,Deborah,Franklin,Female,Florida,Orlando,2019-11-29,Sales,Sales Specialist,Bachelor,59540,Excellent,No,1985-12-23,2023-03-13
00-36286165,William,Lee,Male,Georgia,Savannah,2019-05-09,Marketing,Content Creator,High School,60091,Good,Yes,1995-02-22,2019-11-05
00-87926009,Susan,Sparks,Female,Texas,Dallas,2017-09-12,IT,Software Developer,Master,103628,Excellent,Yes,1973-08-16,2018-03-11
00-26614007,Nicholas,Knight,Male,North Carolina,Raleigh,2022-12-28,Finance,Financial Analyst,Bachelor,83660,Good,No,1973-02-25,2024-06-21
00-58321976,Richard,Madden,Female,North Carolina,Raleigh,2023-03-23,Sales,Sales Specialist,Master,61210,Satisfactory,Yes,1997-08-21,2023-09-19
00-84444770,Tara,Knight,Female,North Carolina,Charlotte,2016-08-14,Operations,Inventory Specialist,Bachelor,63037,Satisfactory,Yes,1983-03-13,2017-09-04
00-17899274,Deanna,Jenkins,Male,North Carolina,Greensboro,2020-09-22,Operations,Logistics Coordinator,Bachelor,69339,Good,No,1987-02-21,2021-03-21
00-30224299,Alan,Cook,Female,North Carolina,Raleigh,2017-11-30,Marketing,Content Creator,High School,61183,Excellent,No,1985-02-14,2021-10-27
00-74973513,Monica,Rodgers,Female,North Carolina,Raleigh,2019-12-17,Marketing,SEO Specialist,High School,82033,Satisfactory,No,1977-04-17,2023-05-31
00-52104575,Daniel,Novak,Male,North Carolina,Charlotte,2017-11-12,Marketing,Marketing Coordinator,Bachelor,72551,Good,Yes,1970-09-12,2018-05-11
00-23549475,Katrina,Carr,Female,Louisiana,New Orleans,2020-03-17,Operations,Inventory Specialist,High School,55108,Satisfactory,No,1975-05-10,2020-09-13
